id_oportunidad,fecha_creacion,cliente,industria,region,origen_lead,vendedor,etapa_actual,valor_usd,estado,fecha_cierre,dias_ciclo,dias_en_etapa_actual
OPP-1577,2026-03-03,Cliente_172,Retail mayorista,Sur,Cliente actual,Felipe Casas,Prospección,30509.0,Perdida,2026-04-03,62,12
OPP-1578,2026-03-03,Cliente_322,Salud,Centro,Inbound digital,Camila Restrepo,Propuesta,31602.0,Perdida,2026-05-16,74,27
OPP-1579,2026-03-23,Cliente_353,Salud,Sur,Referido,Felipe Casas,Prospección,20249.0,Perdida,2026-04-18,52,15
OPP-1580,2026-03-09,Cliente_350,Logística,Sur,Cliente actual,Felipe Casas,Propuesta,4422.0,Abierta,,,9
OPP-1581,2026-03-17,Cliente_256,Tecnología,Centro,Inbound digital,Camila Restrepo,Prospección,8582.0,Perdida,2026-04-24,76,8
OPP-1582,2026-04-23,Cliente_236,Manufactura,Oriente,Referido,Sergio Ibáñez,Negociación,12161.0,Abierta,,,14
OPP-1583,2026-04-24,Cliente_215,Manufactura,Sur,Outbound,Felipe Casas,Calificación,2104.0,Abierta,,,9
OPP-1584,2026-04-06,Cliente_155,Salud,Oriente,WhatsApp,Marcela Quintero,Calificación,19804.0,Perdida,2026-05-16,81,16
OPP-1585,2026-04-08,Cliente_186,Logística,Norte,Inbound digital,Laura Cifuentes,Calificación,9730.0,Perdida,2026-05-04,52,20
OPP-1586,2026-04-06,Cliente_219,Tecnología,Oriente,Referido,Sergio Ibáñez,Propuesta,2800.0,Perdida,2026-06-25,80,17
OPP-1587,2026-04-09,Cliente_236,Servicios financieros,Norte,Outbound,Andrés Pardo,Calificación,1473.0,Perdida,2026-05-15,73,17
OPP-1588,2026-04-04,Cliente_294,Retail mayorista,Oriente,Cliente actual,Sergio Ibáñez,Prospección,4475.0,Perdida,2026-05-08,69,21
OPP-1589,2026-04-01,Cliente_176,Manufactura,Centro,Inbound digital,Julián Ospina,Propuesta,8703.0,Abierta,,,13
OPP-1590,2026-04-19,Cliente_131,Logística,Sur,Referido,Diana Rueda,Prospección,6652.0,Perdida,2026-05-21,65,5
OPP-1591,2026-04-25,Cliente_239,Salud,Centro,Referido,Julián Ospina,Prospección,55759.0,Abierta,,,17
OPP-1592,2026-04-24,Cliente_393,Tecnología,Norte,Referido,Andrés Pardo,Prospección,14984.0,Abierta,,,11
OPP-1593,2026-04-10,Cliente_319,Manufactura,Oriente,Inbound digital,Sergio Ibáñez,Propuesta,1862.0,Abierta,,,14
OPP-1594,2026-04-06,Cliente_354,Logística,Norte,WhatsApp,Laura Cifuentes,Prospección,5215.0,Perdida,2026-05-08,65,19
OPP-1595,2026-04-18,Cliente_119,Tecnología,Oriente,Inbound digital,Marcela Quintero,Calificación,14970.0,Perdida,2026-05-16,56,14
OPP-1596,2026-04-25,Cliente_363,Retail mayorista,Oriente,Inbound digital,Sergio Ibáñez,Calificación,3171.0,Perdida,2026-05-21,53,19
OPP-1597,2026-04-09,Cliente_250,Manufactura,Centro,Referido,Julián Ospina,Calificación,14613.0,Perdida,2026-05-04,50,24
OPP-1598,2026-04-15,Cliente_216,Tecnología,Oriente,Inbound digital,Marcela Quintero,Prospección,5355.0,Perdida,2026-05-17,65,12
OPP-1599,2026-04-13,Cliente_329,Logística,Norte,Outbound,Andrés Pardo,Propuesta,5058.0,Perdida,2026-06-14,62,8
OPP-1600,2026-04-18,Cliente_326,Manufactura,Oriente,Outbound,Marcela Quintero,Calificación,16017.0,Perdida,2026-05-23,71,20
OPP-1601,2026-04-27,Cliente_155,Retail mayorista,Sur,Outbound,Diana Rueda,Prospección,11790.0,Perdida,2026-05-23,52,21
OPP-1602,2026-04-20,Cliente_271,Manufactura,Norte,Referido,Andrés Pardo,Calificación,9967.0,Perdida,2026-05-21,63,16
OPP-1603,2026-04-09,Cliente_328,Servicios financieros,Sur,Referido,Felipe Casas,Calificación,2664.0,Perdida,2026-05-12,66,18
OPP-1604,2026-04-17,Cliente_397,Logística,Norte,WhatsApp,Laura Cifuentes,Prospección,4062.0,Perdida,2026-05-19,64,6
OPP-1605,2026-04-24,Cliente_216,Retail mayorista,Centro,Evento / feria,Camila Restrepo,Prospección,15176.0,Abierta,,,8
OPP-1606,2026-04-16,Cliente_231,Manufactura,Sur,Inbound digital,Diana Rueda,Calificación,19758.0,Perdida,2026-05-15,59,12
OPP-1607,2026-04-24,Cliente_145,Salud,Oriente,WhatsApp,Sergio Ibáñez,Calificación,14769.0,Perdida,2026-05-23,59,13
OPP-1608,2026-04-05,Cliente_266,Manufactura,Oriente,Evento / feria,Marcela Quintero,Calificación,2694.0,Perdida,2026-05-07,65,5
OPP-1609,2026-04-05,Cliente_374,Tecnología,Sur,Evento / feria,Diana Rueda,Calificación,12704.0,Perdida,2026-05-05,61,15
OPP-1610,2026-04-05,Cliente_290,Retail mayorista,Centro,Inbound digital,Julián Ospina,Negociación,3237.0,Abierta,,,10
OPP-1611,2026-04-04,Cliente_205,Logística,Oriente,Referido,Sergio Ibáñez,Propuesta,8279.0,Perdida,2026-06-16,73,11
OPP-1612,2026-04-14,Cliente_378,Servicios financieros,Sur,Inbound digital,Diana Rueda,Prospección,1378.0,Perdida,2026-05-19,70,5
OPP-1613,2026-04-21,Cliente_233,Logística,Norte,Referido,Laura Cifuentes,Prospección,4083.0,Abierta,,,12
OPP-1614,2026-04-07,Cliente_320,Tecnología,Norte,Referido,Laura Cifuentes,Prospección,8324.0,Perdida,2026-05-16,78,22
OPP-1615,2026-04-05,Cliente_256,Tecnología,Sur,Referido,Felipe Casas,Propuesta,9417.0,Perdida,2026-06-18,74,12
OPP-1616,2026-04-20,Cliente_185,Servicios financieros,Oriente,Referido,Sergio Ibáñez,Prospección,4941.0,Perdida,2026-05-24,69,14
OPP-1617,2026-04-04,Cliente_311,Retail mayorista,Sur,Outbound,Diana Rueda,Prospección,18674.0,Perdida,2026-05-09,70,19
OPP-1618,2026-04-07,Cliente_279,Tecnología,Centro,Cliente actual,Camila Restrepo,Prospección,9412.0,Perdida,2026-05-10,66,22
OPP-1619,2026-04-08,Cliente_287,Tecnología,Norte,WhatsApp,Laura Cifuentes,Propuesta,15054.0,Perdida,2026-06-26,79,5
OPP-1620,2026-04-14,Cliente_104,Retail mayorista,Sur,Referido,Felipe Casas,Prospección,2380.0,Perdida,2026-05-21,74,24
OPP-1621,2026-04-28,Cliente_259,Retail mayorista,Centro,Outbound,Julián Ospina,Prospección,9991.0,Abierta,,,2
OPP-1622,2026-04-16,Cliente_279,Servicios financieros,Sur,Outbound,Felipe Casas,Prospección,1493.0,Perdida,2026-05-14,57,19
OPP-1623,2026-04-09,Cliente_184,Retail mayorista,Norte,WhatsApp,Andrés Pardo,Calificación,8475.0,Perdida,2026-05-07,56,12
OPP-1624,2026-04-18,Cliente_268,Retail mayorista,Sur,Inbound digital,Diana Rueda,Propuesta,14549.0,Perdida,2026-06-25,68,13
OPP-1625,2026-04-03,Cliente_260,Salud,Oriente,WhatsApp,Marcela Quintero,Propuesta,14920.0,Abierta,,,12
OPP-1626,2026-04-20,Cliente_271,Servicios financieros,Oriente,WhatsApp,Marcela Quintero,Prospección,14568.0,Perdida,2026-05-21,62,15
OPP-1627,2026-05-11,Cliente_337,Manufactura,Norte,Outbound,Andrés Pardo,Prospección,7380.0,Abierta,,,8
OPP-1628,2026-05-27,Cliente_218,Manufactura,Norte,Outbound,Laura Cifuentes,Prospección,14130.0,Abierta,,,12
OPP-1629,2026-05-17,Cliente_347,Retail mayorista,Sur,Inbound digital,Felipe Casas,Prospección,7325.0,Abierta,,,6
OPP-1630,2026-05-23,Cliente_210,Servicios financieros,Norte,Evento / feria,Laura Cifuentes,Calificación,5787.0,Abierta,,,13
OPP-1631,2026-05-22,Cliente_354,Retail mayorista,Norte,WhatsApp,Andrés Pardo,Negociación,51525.0,Abierta,,,27
OPP-1632,2026-05-02,Cliente_280,Tecnología,Sur,WhatsApp,Felipe Casas,Prospección,24679.0,Abierta,,,7
OPP-1633,2026-05-02,Cliente_251,Salud,Centro,Evento / feria,Julián Ospina,Prospección,20635.0,Perdida,2026-05-30,56,15
OPP-1634,2026-05-22,Cliente_382,Retail mayorista,Centro,Referido,Camila Restrepo,Prospección,25002.0,Abierta,,,13
OPP-1635,2026-05-21,Cliente_364,Tecnología,Centro,Cliente actual,Julián Ospina,Prospección,8324.0,Abierta,,,9
OPP-1636,2026-05-25,Cliente_128,Manufactura,Sur,WhatsApp,Diana Rueda,Calificación,13312.0,Abierta,,,15
OPP-1637,2026-05-18,Cliente_235,Servicios financieros,Norte,Referido,Andrés Pardo,Prospección,2328.0,Abierta,,,26
OPP-1638,2026-05-27,Cliente_113,Servicios financieros,Centro,Inbound digital,Julián Ospina,Calificación,9154.0,Abierta,,,16
OPP-1639,2026-05-08,Cliente_360,Salud,Norte,Referido,Andrés Pardo,Prospección,12933.0,Abierta,,,11
OPP-1640,2026-05-17,Cliente_245,Servicios financieros,Sur,WhatsApp,Felipe Casas,Calificación,13729.0,Abierta,,,13
OPP-1641,2026-05-11,Cliente_322,Logística,Sur,Inbound digital,Felipe Casas,Calificación,5963.0,Abierta,,,9
OPP-1642,2026-05-20,Cliente_377,Logística,Norte,Referido,Andrés Pardo,Calificación,1805.0,Abierta,,,9
OPP-1643,2026-05-17,Cliente_169,Servicios financieros,Norte,WhatsApp,Andrés Pardo,Prospección,10487.0,Abierta,,,19
OPP-1644,2026-05-12,Cliente_102,Tecnología,Oriente,Inbound digital,Marcela Quintero,Prospección,9349.0,Abierta,,,13
OPP-1645,2026-05-22,Cliente_305,Tecnología,Sur,Inbound digital,Diana Rueda,Prospección,5707.0,Abierta,,,4
OPP-1646,2026-05-01,Cliente_251,Retail mayorista,Oriente,Evento / feria,Sergio Ibáñez,Negociación,2402.0,Abierta,,,16
OPP-1647,2026-05-15,Cliente_276,Salud,Sur,Inbound digital,Felipe Casas,Calificación,6017.0,Abierta,,,18
OPP-1648,2026-05-28,Cliente_284,Logística,Norte,Outbound,Andrés Pardo,Prospección,3054.0,Abierta,,,13
OPP-1649,2026-05-25,Cliente_150,Retail mayorista,Sur,Inbound digital,Diana Rueda,Prospección,2837.0,Abierta,,,15
OPP-1650,2026-05-03,Cliente_378,Logística,Oriente,Cliente actual,Marcela Quintero,Prospección,5913.0,Abierta,,,16
OPP-1651,2026-05-21,Cliente_336,Salud,Sur,Evento / feria,Diana Rueda,Prospección,13663.0,Abierta,,,14
OPP-1652,2026-05-22,Cliente_247,Tecnología,Norte,Referido,Laura Cifuentes,Negociación,562.0,Abierta,,,16
OPP-1653,2026-05-01,Cliente_349,Tecnología,Sur,WhatsApp,Felipe Casas,Prospección,7160.0,Abierta,,,8
OPP-1654,2026-05-08,Cliente_335,Salud,Centro,Referido,Camila Restrepo,Prospección,11716.0,Abierta,,,14
OPP-1655,2026-05-22,Cliente_125,Salud,Norte,Referido,Laura Cifuentes,Prospección,4878.0,Abierta,,,18
OPP-1656,2026-05-12,Cliente_399,Servicios financieros,Sur,Cliente actual,Felipe Casas,Propuesta,11006.0,Abierta,,,4
OPP-1657,2026-05-08,Cliente_240,Logística,Oriente,Inbound digital,Sergio Ibáñez,Propuesta,6786.0,Abierta,,,15
OPP-1658,2026-05-15,Cliente_392,Tecnología,Sur,WhatsApp,Felipe Casas,Propuesta,2578.0,Abierta,,,5
OPP-1659,2026-05-27,Cliente_371,Tecnología,Sur,Referido,Diana Rueda,Prospección,22037.0,Abierta,,,7
OPP-1660,2026-05-20,Cliente_315,Manufactura,Centro,Cliente actual,Julián Ospina,Calificación,90053.0,Abierta,,,20
OPP-1661,2026-05-09,Cliente_231,Retail mayorista,Centro,WhatsApp,Julián Ospina,Prospección,125174.0,Abierta,,,12
OPP-1662,2026-05-26,Cliente_266,Servicios financieros,Oriente,Inbound digital,Marcela Quintero,Propuesta,10856.0,Abierta,,,20
OPP-1663,2026-05-17,Cliente_265,Manufactura,Oriente,Referido,Sergio Ibáñez,Calificación,11912.0,Abierta,,,17
OPP-1664,2026-05-25,Cliente_373,Salud,Centro,WhatsApp,Julián Ospina,Prospección,4483.0,Abierta,,,5
OPP-1665,2026-05-25,Cliente_170,Retail mayorista,Norte,WhatsApp,Laura Cifuentes,Negociación,3187.0,Abierta,,,9
OPP-1666,2026-05-15,Cliente_232,Retail mayorista,Sur,Inbound digital,Felipe Casas,Negociación,7900.0,Abierta,,,5
OPP-1667,2026-05-24,Cliente_270,Manufactura,Norte,Evento / feria,Andrés Pardo,Prospección,4683.0,Abierta,,,10
OPP-1668,2026-05-12,Cliente_216,Retail mayorista,Oriente,WhatsApp,Marcela Quintero,Prospección,9416.0,Abierta,,,13
OPP-1669,2026-05-14,Cliente_335,Servicios financieros,Oriente,Referido,Marcela Quintero,Prospección,47499.0,Abierta,,,11
OPP-1670,2026-05-03,Cliente_249,Salud,Oriente,WhatsApp,Sergio Ibáñez,Calificación,3792.0,Abierta,,,24
OPP-1671,2026-05-12,Cliente_326,Manufactura,Centro,WhatsApp,Julián Ospina,Prospección,7655.0,Abierta,,,9
OPP-1672,2026-05-25,Cliente_317,Servicios financieros,Sur,Inbound digital,Felipe Casas,Prospección,4325.0,Abierta,,,17
OPP-1673,2026-05-27,Cliente_116,Logística,Centro,Cliente actual,Camila Restrepo,Propuesta,8289.0,Abierta,,,10
OPP-1674,2026-05-16,Cliente_137,Salud,Centro,Inbound digital,Camila Restrepo,Prospección,9102.0,Abierta,,,14
OPP-1675,2026-05-04,Cliente_362,Logística,Centro,Referido,Camila Restrepo,Prospección,10505.0,Perdida,2026-05-30,53,18
OPP-1676,2026-05-28,Cliente_327,Salud,Centro,WhatsApp,Camila Restrepo,Propuesta,11509.0,Abierta,,,17
OPP-1677,2026-05-09,Cliente_270,Manufactura,Centro,Referido,Camila Restrepo,Prospección,2977.0,Abierta,,,6
OPP-1678,2026-05-14,Cliente_264,Logística,Oriente,Referido,Marcela Quintero,Prospección,1963.0,Abierta,,,21
OPP-1679,2026-05-02,Cliente_167,Logística,Oriente,WhatsApp,Marcela Quintero,Negociación,14250.0,Abierta,,,17
OPP-1680,2026-06-12,Cliente_352,Retail mayorista,Oriente,Evento / feria,Marcela Quintero,Negociación,1160.0,Abierta,,,15
OPP-1681,2026-06-05,Cliente_304,Servicios financieros,Centro,Referido,Camila Restrepo,Propuesta,17434.0,Abierta,,,12
OPP-1682,2026-06-09,Cliente_291,Retail mayorista,Norte,Referido,Andrés Pardo,Propuesta,30096.0,Abierta,,,38
OPP-1683,2026-06-11,Cliente_262,Logística,Centro,Referido,Camila Restrepo,Prospección,5285.0,Abierta,,,22
OPP-1684,2026-06-09,Cliente_127,Servicios financieros,Norte,WhatsApp,Laura Cifuentes,Calificación,12385.0,Abierta,,,19
OPP-1685,2026-06-25,Cliente_101,Logística,Centro,WhatsApp,Camila Restrepo,Calificación,6496.0,Abierta,,,20
OPP-1686,2026-06-05,Cliente_325,Manufactura,Centro,Inbound digital,Camila Restrepo,Propuesta,11915.0,Abierta,,,10
OPP-1687,2026-06-24,Cliente_349,Retail mayorista,Centro,Inbound digital,Julián Ospina,Calificación,13233.0,Abierta,,,18
OPP-1688,2026-06-14,Cliente_310,Retail mayorista,Norte,Inbound digital,Laura Cifuentes,Calificación,1180.0,Abierta,,,16
OPP-1689,2026-06-20,Cliente_343,Manufactura,Centro,Cliente actual,Camila Restrepo,Negociación,1372.0,Abierta,,,11
OPP-1690,2026-06-01,Cliente_289,Salud,Norte,Cliente actual,Laura Cifuentes,Calificación,3306.0,Abierta,,,21
OPP-1691,2026-06-21,Cliente_349,Servicios financieros,Oriente,Inbound digital,Marcela Quintero,Prospección,4821.0,Abierta,,,12
OPP-1692,2026-06-23,Cliente_262,Servicios financieros,Oriente,Referido,Marcela Quintero,Negociación,909.0,Abierta,,,23
OPP-1693,2026-06-22,Cliente_378,Retail mayorista,Centro,Referido,Julián Ospina,Prospección,9408.0,Abierta,,,12
OPP-1694,2026-06-11,Cliente_180,Logística,Centro,Cliente actual,Camila Restrepo,Calificación,25403.0,Abierta,,,8
OPP-1695,2026-06-10,Cliente_309,Salud,Oriente,Referido,Sergio Ibáñez,Prospección,9346.0,Abierta,,,21
OPP-1696,2026-06-08,Cliente_129,Retail mayorista,Centro,WhatsApp,Julián Ospina,Calificación,32042.0,Abierta,,,11
OPP-1697,2026-06-16,Cliente_196,Retail mayorista,Centro,Cliente actual,Julián Ospina,Calificación,6851.0,Abierta,,,16
OPP-1698,2026-06-22,Cliente_307,Salud,Oriente,Referido,Marcela Quintero,Negociación,2866.0,Abierta,,,19
OPP-1699,2026-06-06,Cliente_228,Servicios financieros,Sur,Outbound,Diana Rueda,Prospección,4786.0,Abierta,,,18
OPP-1700,2026-06-27,Cliente_152,Logística,Norte,WhatsApp,Laura Cifuentes,Propuesta,9146.0,Abierta,,,19
OPP-1701,2026-06-04,Cliente_366,Retail mayorista,Oriente,WhatsApp,Marcela Quintero,Negociación,2479.0,Abierta,,,6
OPP-1702,2026-06-04,Cliente_113,Servicios financieros,Oriente,Evento / feria,Marcela Quintero,Negociación,4552.0,Abierta,,,14
OPP-1703,2026-06-13,Cliente_270,Retail mayorista,Oriente,Cliente actual,Marcela Quintero,Calificación,4566.0,Abierta,,,15
OPP-1704,2026-06-25,Cliente_238,Tecnología,Sur,Referido,Diana Rueda,Prospección,5106.0,Abierta,,,15
OPP-1705,2026-06-01,Cliente_105,Manufactura,Centro,Referido,Camila Restrepo,Calificación,6216.0,Abierta,,,16
OPP-1706,2026-06-01,Cliente_158,Salud,Oriente,Cliente actual,Sergio Ibáñez,Prospección,23749.0,Abierta,,,13
OPP-1707,2026-06-22,Cliente_121,Manufactura,Norte,Referido,Andrés Pardo,Negociación,10320.0,Abierta,,,20
OPP-1708,2026-06-07,Cliente_191,Retail mayorista,Norte,WhatsApp,Andrés Pardo,Calificación,2474.0,Abierta,,,18
OPP-1709,2026-06-11,Cliente_352,Logística,Oriente,Referido,Sergio Ibáñez,Negociación,9075.0,Abierta,,,3
OPP-1710,2026-06-17,Cliente_355,Logística,Sur,Cliente actual,Felipe Casas,Propuesta,5833.0,Abierta,,,9
OPP-1711,2026-06-16,Cliente_292,Manufactura,Sur,Referido,Felipe Casas,Prospección,43426.0,Abierta,,,2
OPP-1712,2026-06-07,Cliente_355,Servicios financieros,Oriente,Cliente actual,Marcela Quintero,Propuesta,9632.0,Abierta,,,8
OPP-1713,2026-06-04,Cliente_276,Logística,Centro,Inbound digital,Camila Restrepo,Calificación,20178.0,Abierta,,,11
OPP-1714,2026-06-18,Cliente_224,Logística,Sur,Referido,Diana Rueda,Prospección,6202.0,Abierta,,,17
OPP-1715,2026-06-20,Cliente_301,Retail mayorista,Oriente,Referido,Sergio Ibáñez,Negociación,8877.0,Abierta,,,9
OPP-1716,2026-06-23,Cliente_136,Salud,Oriente,Inbound digital,Sergio Ibáñez,Prospección,5086.0,Abierta,,,13
OPP-1717,2026-06-07,Cliente_345,Logística,Oriente,Outbound,Marcela Quintero,Prospección,5328.0,Abierta,,,2
OPP-1718,2026-06-17,Cliente_341,Tecnología,Oriente,Outbound,Sergio Ibáñez,Prospección,10336.0,Abierta,,,13
OPP-1719,2026-06-01,Cliente_268,Logística,Norte,WhatsApp,Andrés Pardo,Prospección,6938.0,Abierta,,,6
OPP-1720,2026-06-08,Cliente_319,Tecnología,Norte,Referido,Andrés Pardo,Prospección,10730.0,Abierta,,,16
OPP-1721,2026-06-08,Cliente_295,Logística,Oriente,Referido,Sergio Ibáñez,Calificación,16557.0,Abierta,,,13
